Week_Start,Week_Date,Campaign_Name,Market,Channel,Spend_USD,Impressions,Reach,Conversions,Exposed_Rate,Control_Rate,pval,is_significant,Relative_Lift,abs_lift_pct,lifted_users,cost_per_lifted_user
2023-05-01,2023-05-01,ExamPrep_23,UK,Search,19249,241009,212146,1495,,,,,,,,
2023-05-01,2023-05-01,ExamPrep_23,DE,YouTube,13711,921291,379131,478,0.2742759796,0.1499330656,2.7377240701742127e-15,True,82.93228279,0.124342914,47142.253327734,0.2908431191161106
2023-05-01,2023-05-01,ExamPrep_23,DE,Social,14107,1102968,544975,460,0.275887574,0.1498850575,7.051145535436219e-20,True,84.06609613,0.12600251650000002,68668.22142958752,0.20543709602942514
2023-05-01,2023-05-01,ExamPrep_23,DE,Display,12271,3158079,713620,112,0.1580981832,0.1493670886,0.4919994926698543,False,5.845393853,0.008731094599999989,6230.6837284519925,1.9694467790052181
2023-05-01,2023-05-01,ExamPrep_23,DE,Search,20828,275987,249117,1670,,,,,,,,
2023-05-01,2023-05-01,ExamPrep_23,SA,YouTube,11326,1008229,491300,1450,0.2982171799,0.149864682,4.6483552288228806e-35,True,98.990967,0.14835249790000002,72885.58221827,0.15539424472294255
2023-05-01,2023-05-01,ExamPrep_23,SA,Social,13772,886977,362193,1786,0.2675114396,0.1497975709,2.0123053604055184e-28,True,78.58196105,0.1177138687,42635.1392460591,0.3230199371583614
2023-05-01,2023-05-01,ExamPrep_23,SA,Display,9053,2229999,464487,269,0.1808014911,0.1498061332,0.0033671822829705487,True,20.69031303,0.030995357899999992,14396.940804897296,0.6288141434130583
2023-05-01,2023-05-01,ExamPrep_23,SA,Search,13694,146495,129794,4297,,,,,,,,
2023-05-01,2023-05-01,ExamPrep_23,EG,YouTube,15100,1291585,555195,2019,0.273826458,0.1492776886,6.8098999009604986e-15,True,83.43428318,0.12454876939999998,69148.85402703298,0.21836949017400667
2023-05-01,2023-05-01,ExamPrep_23,EG,Social,16583,986843,340982,1906,0.3003424658,0.149822695,1.038204245639854e-22,True,100.4652671,0.1505197708,51324.5324869256,0.3231008485897918
2023-05-01,2023-05-01,ExamPrep_23,EG,Display,6169,1377122,306147,196,0.1837791199,0.1496981891,0.009054641049675767,True,22.76642823,0.03408093080000002,10433.774721627606,0.5912529419686064
2023-05-01,2023-05-01,ExamPrep_23,EG,Search,10061,136576,123638,2932,,,,,,,,
2023-05-08,2023-05-08,ExamPrep_23,UK,YouTube,12439,915955,443907,412,0.2795857988,0.1496379726,1.0746394038828765e-15,True,86.84147738,0.1299478262,57684.749684963404,0.2156375830342288
2023-05-08,2023-05-08,ExamPrep_23,UK,Social,18963,980295,468773,656,0.2410714286,0.1496855346,7.924790594172432e-15,True,61.05192077,0.091385894,42839.239688062,0.44265491493501957
2023-05-08,2023-05-08,ExamPrep_23,UK,Display,13967,3207963,716912,124,0.1611721612,0.1498771499,0.2635462237283247,False,7.536179667,0.01129501129999999,8097.529141105593,1.7248471424572138
2023-05-08,2023-05-08,ExamPrep_23,UK,Search,16234,205383,174045,1457,,,,,,,,
2023-05-08,2023-05-08,ExamPrep_23,DE,YouTube,20949,1713812,710622,750,0.2742759796,0.1499330656,2.7377240701742127e-15,True,82.93228279,0.124342914,88360.810232508,0.23708474316697528
2023-05-08,2023-05-08,ExamPrep_23,DE,Social,24892,1335043,477129,776,0.275887574,0.1498850575,7.051145535436219e-20,True,84.06609613,0.12600251650000002,60119.45469512851,0.41404234496519815
2023-05-08,2023-05-08,ExamPrep_23,DE,Display,10033,2873314,525837,87,0.1580981832,0.1493670886,0.4919994926698543,False,5.845393853,0.008731094599999989,4591.132591180194,2.1852995531590436
2023-05-08,2023-05-08,ExamPrep_23,DE,Search,11765,133000,120109,1052,,,,,,,,
2023-05-08,2023-05-08,ExamPrep_23,SA,YouTube,10425,840987,319654,1197,0.2982171799,0.149864682,4.6483552288228806e-35,True,98.990967,0.14835249790000002,47421.4693637266,0.21983713579263825
2023-05-08,2023-05-08,ExamPrep_23,SA,Social,13406,1193122,416097,1525,0.2675114396,0.1497975709,2.0123053604055184e-28,True,78.58196105,0.1177138687,48980.3876244639,0.27370138641581915
2023-05-08,2023-05-08,ExamPrep_23,SA,Display,7382,1645995,325556,221,0.1808014911,0.1498061332,0.0033671822829705487,True,20.69031303,0.030995357899999992,10090.724736492397,0.7315629147333209
2023-05-08,2023-05-08,ExamPrep_23,SA,Search,10532,150201,126189,3218,,,,,,,,
2023-05-08,2023-05-08,ExamPrep_23,EG,YouTube,10157,763133,274963,1179,0.273826458,0.1492776886,6.8098999009604986e-15,True,83.43428318,0.12454876939999998,34246.30328053219,0.2965867561470173
2023-05-08,2023-05-08,ExamPrep_23,EG,Social,8974,734233,264850,1066,0.3003424658,0.149822695,1.038204245639854e-22,True,100.4652671,0.1505197708,39865.16129638,0.2251088345857237
2023-05-08,2023-05-08,ExamPrep_23,EG,Display,6852,2021560,365256,237,0.1837791199,0.1496981891,0.009054641049675767,True,22.76642823,0.03408093080000002,12448.264460284807,0.5504381772945746
2023-05-08,2023-05-08,ExamPrep_23,EG,Search,9248,99737,89900,2902,,,,,,,,
2023-05-15,2023-05-15,ExamPrep_23,UK,YouTube,22215,1541981,614402,802,0.2795857988,0.1496379726,1.0746394038828765e-15,True,86.84147738,0.1299478262,79840.2043129324,0.2782432759431409
2023-05-15,2023-05-15,ExamPrep_23,UK,Social,24427,1586804,535290,798,0.2410714286,0.1496855346,7.924790594172432e-15,True,61.05192077,0.091385894,48917.955199259995,0.4993463013836179
2023-05-15,2023-05-15,ExamPrep_23,UK,Display,14633,3296385,715668,118,0.1611721612,0.1498771499,0.2635462237283247,False,7.536179667,0.01129501129999999,8083.478147048393,1.8102356106873505
2023-05-15,2023-05-15,ExamPrep_23,UK,Search,16078,221962,195375,1266,,,,,,,,
2023-05-15,2023-05-15,ExamPrep_23,DE,YouTube,20810,1543564,542654,710,0.2742759796,0.1499330656,2.7377240701742127e-15,True,82.93228279,0.124342914,67475.179653756,0.3084097012677107
2023-05-15,2023-05-15,ExamPrep_23,DE,Social,21732,1401455,545996,713,0.275887574,0.1498850575,7.051145535436219e-20,True,84.06609613,0.12600251650000002,68796.86999893401,0.31588646402571413
2023-05-15,2023-05-15,ExamPrep_23,DE,Display,8844,2523107,564880,78,0.1580981832,0.1493670886,0.4919994926698543,False,5.845393853,0.008731094599999989,4932.0207176479935,1.7931798153957412
2023-05-15,2023-05-15,ExamPrep_23,DE,Search,16322,237541,206285,1259,,,,,,,,
2023-05-15,2023-05-15,ExamPrep_23,SA,YouTube,15706,832300,377842,2107,0.2982171799,0.149864682,4.6483552288228806e-35,True,98.990967,0.14835249790000002,56053.80451153181,0.28019507572887126
2023-05-15,2023-05-15,ExamPrep_23,SA,Social,7807,484194,164230,959,0.2675114396,0.1497975709,2.0123053604055184e-28,True,78.58196105,0.1177138687,19332.148656601,0.4038350903811349
2023-05-15,2023-05-15,ExamPrep_23,SA,Display,5260,1313676,229119,161,0.1808014911,0.1498061332,0.0033671822829705487,True,20.69031303,0.030995357899999992,7101.625406690098,0.7406755071937204
2023-05-15,2023-05-15,ExamPrep_23,SA,Search,14922,174904,157631,5111,,,,,,,,
2023-05-15,2023-05-15,ExamPrep_23,EG,YouTube,8778,514656,206101,1172,0.273826458,0.1492776886,6.8098999009604986e-15,True,83.43428318,0.12454876939999998,25669.625922109397,0.3419605734277358
2023-05-15,2023-05-15,ExamPrep_23,EG,Social,10818,756774,273061,1415,0.3003424658,0.149822695,1.038204245639854e-22,True,100.4652671,0.1505197708,41101.079134418804,0.26320476804563525
2023-05-15,2023-05-15,ExamPrep_23,EG,Display,5989,1650373,291634,205,0.1837791199,0.1496981891,0.009054641049675767,True,22.76642823,0.03408093080000002,9939.158172927206,0.6025661223817877
2023-05-15,2023-05-15,ExamPrep_23,EG,Search,18833,257902,218605,5745,,,,,,,,
2023-05-22,2023-05-22,ExamPrep_23,UK,YouTube,18067,1145617,413548,656,0.2795857988,0.1496379726,1.0746394038828765e-15,True,86.84147738,0.1299478262,53739.6636293576,0.3361948843708453
2023-05-22,2023-05-22,ExamPrep_23,UK,Social,22019,1502597,599800,743,0.2410714286,0.1496855346,7.924790594172432e-15,True,61.05192077,0.091385894,54813.259221199994,0.40170937311247795
2023-05-22,2023-05-22,ExamPrep_23,UK,Display,14441,2938680,579928,123,0.1611721612,0.1498771499,0.2635462237283247,False,7.536179667,0.01129501129999999,6550.293313186395,2.204634099503426
2023-05-22,2023-05-22,ExamPrep_23,UK,Search,20478,235259,196884,1699,,,,,,,,
2023-05-22,2023-05-22,ExamPrep_23,DE,YouTube,22121,1106856,404855,818,0.2742759796,0.1499330656,2.7377240701742127e-15,True,82.93228279,0.124342914,50340.85044747,0.43942443966223743
2023-05-22,2023-05-22,ExamPrep_23,DE,Social,23404,1774369,755462,754,0.275887574,0.1498850575,7.051145535436219e-20,True,84.06609613,0.12600251650000002,95190.11312012302,0.24586587023450482
2023-05-22,2023-05-22,ExamPrep_23,DE,Display,10026,2206823,477110,78,0.1580981832,0.1493670886,0.4919994926698543,False,5.845393853,0.008731094599999989,4165.692544605995,2.4068026847018045
2023-05-22,2023-05-22,ExamPrep_23,DE,Search,24416,353805,309909,1924,,,,,,,,
2023-05-22,2023-05-22,ExamPrep_23,SA,YouTube,8624,518428,187727,1094,0.2982171799,0.149864682,4.6483552288228806e-35,True,98.990967,0.14835249790000002,27849.769373273302,0.3096614512103008
2023-05-22,2023-05-22,ExamPrep_23,SA,Social,15113,932565,463406,1997,0.2675114396,0.1497975709,2.0123053604055184e-28,True,78.58196105,0.1177138687,54549.3130387922,0.2770520682680741
2023-05-22,2023-05-22,ExamPrep_23,SA,Display,8326,2197292,476403,259,0.1808014911,0.1498061332,0.0033671822829705487,True,20.69031303,0.030995357899999992,14766.281489633697,0.5638521794295377
2023-05-22,2023-05-22,ExamPrep_23,SA,Search,16869,227311,196356,4865,,,,,,,,
2023-05-22,2023-05-22,ExamPrep_23,EG,YouTube,12615,860606,294855,1435,0.273826458,0.1492776886,6.8098999009604986e-15,True,83.43428318,0.12454876939999998,36723.827401436996,0.3435099468827799
2023-05-22,2023-05-22,ExamPrep_23,EG,Social,8364,418566,155594,1145,0.3003424658,0.149822695,1.038204245639854e-22,True,100.4652671,0.1505197708,23419.9732178552,0.3571310659579813
2023-05-22,2023-05-22,ExamPrep_23,EG,Display,4825,967529,169053,149,0.1837791199,0.1496981891,0.009054641049675767,True,22.76642823,0.03408093080000002,5761.483594532403,0.8374579083378598
2023-05-22,2023-05-22,ExamPrep_23,EG,Search,10711,113595,95995,3320,,,,,,,,
2023-05-29,2023-05-29,Always_On,UK,YouTube,7521,533990,209715,254,,,,,,,,
2023-05-29,2023-05-29,Always_On,UK,Social,5424,301839,140701,169,,,,,,,,
2023-05-29,2023-05-29,Always_On,UK,Display,3703,950442,172359,32,,,,,,,,
2023-05-29,2023-05-29,Always_On,UK,Search,7286,84898,76970,558,,,,,,,,
2023-05-29,2023-05-29,Always_On,DE,YouTube,8028,405826,137812,293,,,,,,,,
2023-05-29,2023-05-29,Always_On,DE,Social,5377,386444,177510,180,,,,,,,,
2023-05-29,2023-05-29,Always_On,DE,Display,3677,1067776,206203,30,,,,,,,,
2023-05-29,2023-05-29,Always_On,DE,Search,5716,75798,65724,504,,,,,,,,
2023-05-29,2023-05-29,Always_On,SA,YouTube,2089,133020,63269,277,,,,,,,,
2023-05-29,2023-05-29,Always_On,SA,Social,3539,243625,117905,411,,,,,,,,
2023-05-29,2023-05-29,Always_On,SA,Display,2064,415962,98321,68,,,,,,,,
2023-05-29,2023-05-29,Always_On,SA,Search,2747,34097,30453,854,,,,,,,,
2023-05-29,2023-05-29,Always_On,EG,YouTube,4457,278611,129968,556,,,,,,,,
2023-05-29,2023-05-29,Always_On,EG,Social,4410,322097,111209,575,,,,,,,,
2023-05-29,2023-05-29,Always_On,EG,Display,2374,530378,90570,70,,,,,,,,
2023-05-29,2023-05-29,Always_On,EG,Search,3217,44850,38666,926,,,,,,,,
2023-06-05,2023-06-05,Always_On,UK,YouTube,7336,412670,185108,264,,,,,,,,
2023-06-05,2023-06-05,Always_On,UK,Social,4393,333995,163995,144,,,,,,,,
2023-06-05,2023-06-05,Always_On,UK,Display,2348,689379,160274,18,,,,,,,,
2023-06-05,2023-06-05,Always_On,UK,Search,6208,62394,55099,553,,,,,,,,
2023-06-05,2023-06-05,Always_On,DE,YouTube,7422,531250,198018,245,,,,,,,,
2023-06-05,2023-06-05,Always_On,DE,Social,5133,327193,114894,182,,,,,,,,
2023-06-05,2023-06-05,Always_On,DE,Display,3353,964416,222270,25,,,,,,,,
2023-06-05,2023-06-05,Always_On,DE,Search,4559,53877,46476,356,,,,,,,,
2023-06-05,2023-06-05,Always_On,SA,YouTube,4175,305550,128903,499,,,,,,,,
2023-06-05,2023-06-05,Always_On,SA,Social,3992,211486,77428,552,,,,,,,,
2023-06-05,2023-06-05,Always_On,SA,Display,1353,376363,67034,39,,,,,,,,
2023-06-05,2023-06-05,Always_On,SA,Search,4596,67722,57604,1504,,,,,,,,
2023-06-05,2023-06-05,Always_On,EG,YouTube,2040,102863,36615,240,,,,,,,,
2023-06-05,2023-06-05,Always_On,EG,Social,2991,230512,79556,341,,,,,,,,
2023-06-05,2023-06-05,Always_On,EG,Display,1484,341978,72474,50,,,,,,,,
2023-06-05,2023-06-05,Always_On,EG,Search,3787,48266,41923,1139,,,,,,,,
2023-06-12,2023-06-12,Always_On,UK,YouTube,5711,439895,182062,210,,,,,,,,
2023-06-12,2023-06-12,Always_On,UK,Social,4135,262948,117548,135,,,,,,,,
2023-06-12,2023-06-12,Always_On,UK,Display,2722,712507,136563,22,,,,,,,,
2023-06-12,2023-06-12,Always_On,UK,Search,5128,52073,45719,403,,,,,,,,
2023-06-12,2023-06-12,Always_On,DE,YouTube,3584,322339,157233,116,,,,,,,,
2023-06-12,2023-06-12,Always_On,DE,Social,4274,217805,106770,138,,,,,,,,
2023-06-12,2023-06-12,Always_On,DE,Display,2419,637569,156041,18,,,,,,,,
2023-06-12,2023-06-12,Always_On,DE,Search,3290,39592,33146,294,,,,,,,,
2023-06-12,2023-06-12,Always_On,SA,YouTube,2574,179213,63066,343,,,,,,,,
2023-06-12,2023-06-12,Always_On,SA,Social,3867,263117,88681,467,,,,,,,,
2023-06-12,2023-06-12,Always_On,SA,Display,1716,431789,99946,50,,,,,,,,
2023-06-12,2023-06-12,Always_On,SA,Search,3452,37912,32800,999,,,,,,,,
2023-06-12,2023-06-12,Always_On,EG,YouTube,4791,241469,81815,645,,,,,,,,
2023-06-12,2023-06-12,Always_On,EG,Social,2061,108484,45342,248,,,,,,,,
2023-06-12,2023-06-12,Always_On,EG,Display,1944,523841,89638,55,,,,,,,,
2023-06-12,2023-06-12,Always_On,EG,Search,3682,37441,31451,1077,,,,,,,,
2023-06-19,2023-06-19,Always_On,UK,YouTube,6132,438749,205691,190,,,,,,,,
2023-06-19,2023-06-19,Always_On,UK,Social,4826,395889,136760,161,,,,,,,,
2023-06-19,2023-06-19,Always_On,UK,Display,2143,476997,118018,16,,,,,,,,
2023-06-19,2023-06-19,Always_On,UK,Search,5782,85271,77225,490,,,,,,,,
2023-06-19,2023-06-19,Always_On,DE,YouTube,5361,303761,110478,182,,,,,,,,
2023-06-19,2023-06-19,Always_On,DE,Social,5019,417269,153283,177,,,,,,,,
2023-06-19,2023-06-19,Always_On,DE,Display,2202,485595,82836,17,,,,,,,,
2023-06-19,2023-06-19,Always_On,DE,Search,4842,54431,46630,402,,,,,,,,
2023-06-19,2023-06-19,Always_On,SA,YouTube,2596,142759,61924,309,,,,,,,,
2023-06-19,2023-06-19,Always_On,SA,Social,3371,239353,115038,409,,,,,,,,
2023-06-19,2023-06-19,Always_On,SA,Display,1203,277338,67532,38,,,,,,,,
2023-06-19,2023-06-19,Always_On,SA,Search,4528,54552,49559,1518,,,,,,,,
2023-06-19,2023-06-19,Always_On,EG,YouTube,2470,158003,73116,285,,,,,,,,
2023-06-19,2023-06-19,Always_On,EG,Social,4532,360969,142626,531,,,,,,,,
2023-06-19,2023-06-19,Always_On,EG,Display,1877,445494,80792,53,,,,,,,,
2023-06-19,2023-06-19,Always_On,EG,Search,2629,32319,28874,762,,,,,,,,
2023-06-26,2023-06-26,Always_On,UK,YouTube,4565,306452,123345,142,,,,,,,,
2023-06-26,2023-06-26,Always_On,UK,Social,5076,439454,196030,174,,,,,,,,
2023-06-26,2023-06-26,Always_On,UK,Display,2567,677160,152780,21,,,,,,,,
2023-06-26,2023-06-26,Always_On,UK,Search,3810,53389,45708,322,,,,,,,,
2023-06-26,2023-06-26,Always_On,DE,YouTube,6872,596148,241419,250,,,,,,,,
2023-06-26,2023-06-26,Always_On,DE,Social,4192,314043,125329,151,,,,,,,,
2023-06-26,2023-06-26,Always_On,DE,Display,3339,761583,171104,30,,,,,,,,
2023-06-26,2023-06-26,Always_On,DE,Search,5940,81469,73507,459,,,,,,,,
2023-06-26,2023-06-26,Always_On,SA,YouTube,3760,229814,85057,438,,,,,,,,
2023-06-26,2023-06-26,Always_On,SA,Social,3913,337703,131409,504,,,,,,,,
2023-06-26,2023-06-26,Always_On,SA,Display,2866,633821,136182,88,,,,,,,,
2023-06-26,2023-06-26,Always_On,SA,Search,4174,43931,37921,1327,,,,,,,,
2023-06-26,2023-06-26,Always_On,EG,YouTube,3926,321208,122588,452,,,,,,,,
2023-06-26,2023-06-26,Always_On,EG,Social,3053,183043,66358,356,,,,,,,,
2023-06-26,2023-06-26,Always_On,EG,Display,1480,413966,75416,49,,,,,,,,
2023-06-26,2023-06-26,Always_On,EG,Search,4929,60355,53384,1427,,,,,,,,
2023-07-03,2023-07-03,Always_On,UK,YouTube,4907,415019,184340,165,,,,,,,,
2023-07-03,2023-07-03,Always_On,UK,Social,4797,394071,166981,169,,,,,,,,
2023-07-03,2023-07-03,Always_On,UK,Display,3997,972040,199157,34,,,,,,,,
2023-07-03,2023-07-03,Always_On,UK,Search,3694,45213,39066,300,,,,,,,,
2023-07-03,2023-07-03,Always_On,DE,YouTube,3439,233900,95646,113,,,,,,,,
2023-07-03,2023-07-03,Always_On,DE,Social,5991,474415,167986,209,,,,,,,,
2023-07-03,2023-07-03,Always_On,DE,Display,2995,698118,174526,22,,,,,,,,
2023-07-03,2023-07-03,Always_On,DE,Search,4191,51024,44059,333,,,,,,,,
2023-07-03,2023-07-03,Always_On,SA,YouTube,3175,214195,99277,379,,,,,,,,
2023-07-03,2023-07-03,Always_On,SA,Social,3585,275709,133174,460,,,,,,,,
2023-07-03,2023-07-03,Always_On,SA,Display,2224,447779,97389,68,,,,,,,,
2023-07-03,2023-07-03,Always_On,SA,Search,2444,25450,22890,727,,,,,,,,
2023-07-03,2023-07-03,Always_On,EG,YouTube,4007,284443,100755,495,,,,,,,,
2023-07-03,2023-07-03,Always_On,EG,Social,4607,399649,146485,590,,,,,,,,
2023-07-03,2023-07-03,Always_On,EG,Display,2847,617724,109953,95,,,,,,,,
2023-07-03,2023-07-03,Always_On,EG,Search,4040,49338,43117,1168,,,,,,,,
2023-07-10,2023-07-10,Always_On,UK,YouTube,6401,542404,232972,205,,,,,,,,
2023-07-10,2023-07-10,Always_On,UK,Social,7316,483318,194866,246,,,,,,,,
2023-07-10,2023-07-10,Always_On,UK,Display,3972,865426,146079,31,,,,,,,,
2023-07-10,2023-07-10,Always_On,UK,Search,6900,101088,87134,618,,,,,,,,
2023-07-10,2023-07-10,Always_On,DE,YouTube,3847,288592,102049,136,,,,,,,,
2023-07-10,2023-07-10,Always_On,DE,Social,3636,324939,147412,116,,,,,,,,
2023-07-10,2023-07-10,Always_On,DE,Display,2020,551419,111202,17,,,,,,,,
2023-07-10,2023-07-10,Always_On,DE,Search,5141,62775,56632,473,,,,,,,,
2023-07-10,2023-07-10,Always_On,SA,YouTube,4407,255657,126419,541,,,,,,,,
2023-07-10,2023-07-10,Always_On,SA,Social,3942,276918,100654,522,,,,,,,,
2023-07-10,2023-07-10,Always_On,SA,Display,1904,403904,94161,55,,,,,,,,
2023-07-10,2023-07-10,Always_On,SA,Search,3194,33333,30264,952,,,,,,,,
2023-07-10,2023-07-10,Always_On,EG,YouTube,2387,186392,65231,305,,,,,,,,
2023-07-10,2023-07-10,Always_On,EG,Social,4471,360108,129879,619,,,,,,,,
2023-07-10,2023-07-10,Always_On,EG,Display,1990,520333,112976,65,,,,,,,,
2023-07-10,2023-07-10,Always_On,EG,Search,3546,36357,30721,1161,,,,,,,,
2023-07-17,2023-07-17,Always_On,UK,YouTube,4659,395331,196889,159,,,,,,,,
2023-07-17,2023-07-17,Always_On,UK,Social,2899,171805,76535,90,,,,,,,,
2023-07-17,2023-07-17,Always_On,UK,Display,2849,839498,140587,23,,,,,,,,
2023-07-17,2023-07-17,Always_On,UK,Search,6035,66649,60357,501,,,,,,,,
2023-07-17,2023-07-17,Always_On,DE,YouTube,5143,439318,210792,166,,,,,,,,
2023-07-17,2023-07-17,Always_On,DE,Social,6201,522213,239856,217,,,,,,,,
2023-07-17,2023-07-17,Always_On,DE,Display,2998,829002,160665,25,,,,,,,,
2023-07-17,2023-07-17,Always_On,DE,Search,5620,79465,70971,455,,,,,,,,
2023-07-17,2023-07-17,Always_On,SA,YouTube,2552,130099,46575,345,,,,,,,,
2023-07-17,2023-07-17,Always_On,SA,Social,4431,266966,100523,602,,,,,,,,
2023-07-17,2023-07-17,Always_On,SA,Display,2437,589716,100352,74,,,,,,,,
2023-07-17,2023-07-17,Always_On,SA,Search,2170,28754,25942,627,,,,,,,,
2023-07-17,2023-07-17,Always_On,EG,YouTube,4130,293503,141765,560,,,,,,,,
2023-07-17,2023-07-17,Always_On,EG,Social,2543,137491,58052,304,,,,,,,,
2023-07-17,2023-07-17,Always_On,EG,Display,1568,339523,71890,53,,,,,,,,
2023-07-17,2023-07-17,Always_On,EG,Search,4646,60728,52012,1411,,,,,,,,
2023-07-24,2023-07-24,Always_On,UK,YouTube,5731,329875,110239,198,,,,,,,,
2023-07-24,2023-07-24,Always_On,UK,Social,5371,309448,123410,192,,,,,,,,
2023-07-24,2023-07-24,Always_On,UK,Display,3334,904460,196605,25,,,,,,,,
2023-07-24,2023-07-24,Always_On,UK,Search,3611,38917,35367,288,,,,,,,,
2023-07-24,2023-07-24,Always_On,DE,YouTube,5527,313720,127905,175,,,,,,,,
2023-07-24,2023-07-24,Always_On,DE,Social,5170,263109,118872,190,,,,,,,,
2023-07-24,2023-07-24,Always_On,DE,Display,3755,1068232,209466,30,,,,,,,,
2023-07-24,2023-07-24,Always_On,DE,Search,4802,59803,50500,392,,,,,,,,
2023-07-24,2023-07-24,Always_On,SA,YouTube,4088,252728,85764,529,,,,,,,,
2023-07-24,2023-07-24,Always_On,SA,Social,3283,208859,85567,435,,,,,,,,
2023-07-24,2023-07-24,Always_On,SA,Display,1451,425115,73454,41,,,,,,,,
2023-07-24,2023-07-24,Always_On,SA,Search,4250,59735,50038,1214,,,,,,,,
2023-07-24,2023-07-24,Always_On,EG,YouTube,3793,324421,118703,483,,,,,,,,
2023-07-24,2023-07-24,Always_On,EG,Social,3867,280772,106742,520,,,,,,,,
2023-07-24,2023-07-24,Always_On,EG,Display,2000,596557,114428,67,,,,,,,,
2023-07-24,2023-07-24,Always_On,EG,Search,3798,45941,39024,1144,,,,,,,,
2023-07-31,2023-07-31,Always_On,UK,YouTube,6408,537415,187128,217,,,,,,,,
2023-07-31,2023-07-31,Always_On,UK,Social,3308,236914,102266,100,,,,,,,,
2023-07-31,2023-07-31,Always_On,UK,Display,3377,904259,223308,29,,,,,,,,
2023-07-31,2023-07-31,Always_On,UK,Search,5216,75112,66658,433,,,,,,,,
2023-07-31,2023-07-31,Always_On,DE,YouTube,7230,587055,201209,256,,,,,,,,
2023-07-31,2023-07-31,Always_On,DE,Social,6194,353630,139155,190,,,,,,,,
2023-07-31,2023-07-31,Always_On,DE,Display,3084,822162,137513,26,,,,,,,,
2023-07-31,2023-07-31,Always_On,DE,Search,4361,58869,52222,380,,,,,,,,
2023-07-31,2023-07-31,Always_On,SA,YouTube,2289,121626,42371,262,,,,,,,,
2023-07-31,2023-07-31,Always_On,SA,Social,2685,145966,48929,365,,,,,,,,
2023-07-31,2023-07-31,Always_On,SA,Display,2491,634589,131512,76,,,,,,,,
2023-07-31,2023-07-31,Always_On,SA,Search,2848,31272,26473,863,,,,,,,,
2023-07-31,2023-07-31,Always_On,EG,YouTube,3650,307278,131022,504,,,,,,,,
2023-07-31,2023-07-31,Always_On,EG,Social,2658,232516,80135,311,,,,,,,,
2023-07-31,2023-07-31,Always_On,EG,Display,2277,554646,125000,65,,,,,,,,
2023-07-31,2023-07-31,Always_On,EG,Search,2684,36351,31189,797,,,,,,,,
2023-08-07,2023-08-07,Always_On,UK,YouTube,4685,263500,126923,156,,,,,,,,
2023-08-07,2023-08-07,Always_On,UK,Social,4552,250618,96409,153,,,,,,,,
2023-08-07,2023-08-07,Always_On,UK,Display,2529,525533,100832,21,,,,,,,,
2023-08-07,2023-08-07,Always_On,UK,Search,3003,38410,33479,236,,,,,,,,
2023-08-07,2023-08-07,Always_On,DE,YouTube,4699,272216,120116,166,,,,,,,,
2023-08-07,2023-08-07,Always_On,DE,Social,4243,280129,103686,129,,,,,,,,
2023-08-07,2023-08-07,Always_On,DE,Display,3606,872650,207339,31,,,,,,,,
2023-08-07,2023-08-07,Always_On,DE,Search,7146,80855,72497,596,,,,,,,,
2023-08-07,2023-08-07,Always_On,SA,YouTube,3315,223623,77571,428,,,,,,,,
2023-08-07,2023-08-07,Always_On,SA,Social,4020,341932,138464,465,,,,,,,,
2023-08-07,2023-08-07,Always_On,SA,Display,2003,425974,83692,65,,,,,,,,
2023-08-07,2023-08-07,Always_On,SA,Search,2250,33343,29379,744,,,,,,,,
2023-08-07,2023-08-07,Always_On,EG,YouTube,4240,377606,127621,509,,,,,,,,
2023-08-07,2023-08-07,Always_On,EG,Social,2466,188826,65549,335,,,,,,,,
2023-08-07,2023-08-07,Always_On,EG,Display,1351,394791,75558,44,,,,,,,,
2023-08-07,2023-08-07,Always_On,EG,Search,2796,32867,29202,803,,,,,,,,
2023-08-14,2023-08-14,BackToSchool_23,UK,YouTube,14827,836208,406609,534,0.2699637024,0.1496710526,2.4036497529690978e-20,True,80.37135279,0.12029264980000001,48912.074042528206,0.3031357858002132
2023-08-14,2023-08-14,BackToSchool_23,UK,Social,13898,920368,347364,430,0.2493150685,0.1496158512,8.952884416455271e-15,True,66.63680118,0.09969921729999998,34631.91891819719,0.40130609085878166
2023-08-14,2023-08-14,BackToSchool_23,UK,Display,14304,4105404,919924,121,0.159495549,0.1499138426,0.4644649283815522,False,6.39147538,0.009581706399999973,8814.441678313575,1.6227913828271783
2023-08-14,2023-08-14,BackToSchool_23,UK,Search,14228,188385,159604,1303,,,,,,,,
2023-08-14,2023-08-14,BackToSchool_23,DE,YouTube,17521,996278,418009,561,0.2713920817,0.1498211091,2.827218807115816e-20,True,81.14408799,0.12157097260000002,50817.76068555341,0.34478103252945796
2023-08-14,2023-08-14,BackToSchool_23,DE,Social,17000,1334715,478683,525,0.2407407407,0.149845747,7.835347812833812e-11,True,60.65904139,0.09089499370000001,43509.8882692971,0.3907157815432982
2023-08-14,2023-08-14,BackToSchool_23,DE,Display,12595,3386155,626761,103,0.1605424322,0.1497496586,0.31851585655716685,False,7.207210801,0.0107927736,6764.489574309599,1.8619291022095303
2023-08-14,2023-08-14,BackToSchool_23,DE,Search,16280,166478,146692,1295,,,,,,,,
2023-08-14,2023-08-14,BackToSchool_23,SA,YouTube,7807,510854,203157,1034,0.3041589075,0.1495911496,1.376415842994508e-29,True,103.3268067,0.15456775790000002,31401.521991690304,0.24861852244187221
